Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
O=C([O-])C(C)(C)C.[K+],Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.0762,108.8796,38.55950000000002
O=C([O-])C(C)(C)C.[Cs+],CCOc1ccc(Oc2ccc(C=NN=C(P)P(C)C(C)(C)C)cc2)cc1,CCCCOC(C)=O,0.1164,107.0466,23.82870000000001
O=C([O-])C.[K+],CCNc1ccc(-c2ccccc2P(c2cccc(C)c2)c2cccc(C)c2)cc1,CC(N(C)C)=O,0.0633,93.0636,23.36259999999999
O=C([O-])C(C)(C)C.[Cs+],[NH3+]Cc1cc(P(c2ccccc2)c2ccccc2)ccc1-c1cccc(P(c2ccccc2)c2ccccc2)c1,CC(N(C)C)=O,0.153,104.0395,21.4133
O=C([O-])C.[K+],Cc1ccccc1P(CCP(=O)(c1ccccc1)c1ccccc1)c1ccccc1C=NN1CC[NH+](C)CC1,CCCC#N,0.0743,115.3632,17.974300000000007
O=C([O-])C(C)(C)C.[Cs+],c1ccc(CP(OCc2ccc(-c3ccccc3)cc2)c2ccccc2)cc1,CCCCOC(C)=O,0.0658,90.691,5.602499999999999
O=C([O-])C.[K+],Cc1c(OCc2ccc(O)cc2)cc2nc(-c3ccccc3)n(CCP(c3ccccc3)c3ccccc3)c2c1C,CCCCOC(C)=O,0.1155,118.1334,4.711199999999998
O=C([O-])C.[Cs+],[S-]CP(Cc1cccc(-c2ccccc2)c1)c1cccc(-c2ccccc2)c1,CCCCOC(C)=O,0.1057,112.0542,4.5285000000000055
O=C([O-])C.[K+],Cc1ccc(P(Cc2nnc([O-])c(-c3ccccc3)n2)c2ccccc2)cc1,CC1=CC=C(C)C=C1,0.0933,103.8187,4.3874
O=C([O-])C(C)(C)C.[K+],CC(C)=Nc1cc(Nc2cccc3ccccc23)cc(C(C(C)C)P(C)c2ccccc2)c1,CCCCOC(C)=O,0.1175,95.0694,3.6532999999999998
