Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1cccc(-c2ccccc2)c1P(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1241,104.4295,42.535300000000014
O=C([O-])C.[K+],CC(C)c1ccc(O)c(-c2[c-]cc(C#N)cc2P(C(C)C)C(C)C)c1,CC(N(C)C)=O,0.1449,104.4011,39.78869999999999
O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.0933,104.9847,35.35199999999998
O=C([O-])C(C)(C)C.[K+],C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.0706,105.0942,30.0681
O=C([O-])C.[K+],C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.0651,104.9366,26.442000000000007
O=C([O-])C(C)(C)C.[K+],COc1cc(C(c2ccc(C(C)C)cc2)c2c(C(F)(F)F)c([O-])nn2-c2ccccc2)cc(P(C(C)C)C(CCC(C)C)c2c(F)cc(F)c(F)c2F)c1,CC(N(C)C)=O,0.0647,90.0282,18.12849999999999
O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,CC(N(C)C)=O,0.0991,105.0494,13.055600000000005
O=C([O-])C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.0688,105.3294,6.92179999999999
O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.0876,105.3978,6.533499999999993
O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,CCCC#N,0.1043,104.9971,2.2353999999999985
