Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
O=C([O-])C.[Cs+],CN(C)c1ccccc1Cn1cc2c(P(C)C)ccc(C(C)(C)C)c2n1,CCCC#N,0.1054,103.6117,59.971299999999964
O=C([O-])C(C)(C)C.[K+],CN(O)Cc1cc(N(C)C)ccc1P(c1ccccc1)c1ccccc1Cc1ccccc1,CC(N(C)C)=O,0.1127,102.329,42.586600000000026
O=C([O-])C.[K+],Cc1cc(C)c(P(c2ccccc2-c2ccccc2)c2ccccc2N(C)C)c(C)c1,CC(N(C)C)=O,0.0762,106.1588,38.91750000000003
O=C([O-])C.[K+],CC(N1C=CN(c2ccccc2)[CH-]1)P(c1ccc(O)cc1)c1cccc(CO)c1,CC(N(C)C)=O,0.0902,105.3727,36.22420000000001
O=C([O-])C.[K+],C(=CP(c1ccccc1)c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1021,107.616,31.54580000000003
O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.0982,105.2264,30.02300000000002
O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,CC(N(C)C)=O,0.1026,105.8842,13.055600000000005
O=C([O-])C.[K+],c1ccc(PCPC2=NC(P(c3ccccc3)c3ccccc3)CN2)cc1,CCCC#N,0.091,106.9122,8.276799999999996
O=C([O-])C.[K+],CC(=O)P(c1ccccc1)c1cccc(C(C)(C)C)c1Nc1c(N(C)C)cccc1N(C)C,CCCC#N,0.1025,105.9602,8.092999999999991
O=C([O-])C.[K+],c1ccc(C(c2ccccc2)P(Cc2ccc[n-]2)c2ccccc2)cc1,CCCC#N,0.1069,103.0433,6.636600000000002
