Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
O=C([O-])C.[K+],[CH2-]C1N=C(P(c2ccccc2)c2ccccc2)NC1c1ccccc1,CC(N(C)C)=O,0.1136,105.1579,37.65790000000001
O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1172,104.7709,35.67919999999998
O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1084,105.4047,35.67919999999998
O=C([O-])C.[K+],C(=CP(c1ccccc1)c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.0942,104.3581,31.54580000000003
O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.0669,104.6905,28.892400000000023
O=C([O-])C.[Cs+],Cc1ccc(P(c2ccc(C(F)(F)F)cc2)c2cc(C(F)(F)F)cc(C(=O)Oc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2F)cc1,CCCC#N,0.0578,90.1614,17.910399999999992
O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)n(-c2ccc(C(F)(F)F)cc2P(C(C)C)C(CCO)c2ccc(C(F)(F)F)cc2)n1,CC(N(C)C)=O,0.1053,90.5587,13.235199999999994
O=C([O-])C.[K+],c1ccc(PC2=NCNC2P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.1332,105.3087,10.715499999999999
O=C([O-])C(C)(C)C.[K+],CCC1(O)CCCCC1OP(C)c1ccccc1C,CCCC#N,0.1228,90.1443,7.204100000000004
O=C([O-])C.[K+],C1CCC(CP(C2CCCCC2)C2CCCCC2)CC1,CCCC#N,0.1373,104.5295,0.5313
